token_id,gender,background,background_type,body,body_type,body_style,body_color,face,face_type,face_style,face_color,hair,hair_type,hair_style,hair_color,type,type_type,type_color,repeated_color,image_original_url,metadata_original_url,color_group,color_count,badge1,badge2,badge3,badge4,badge5
6736,Male,Cream,Cream,Short Sleeve Button Up Funk Grid Black,Clothed,Short Sleeve Button Up,Funk Grid Black,Dead,Expression,Dead,No Color,Afro Shiny Red,Hair,Afro,Shiny Red,Plastic Yellow,Plastic,Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6736.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6736,Warms,1,any_gvc,plastic_lover,,,
6737,Male,Pink,Pink,Suit White,Clothed,Suit,White,Laugh,Expression,Laugh,No Color,Manbun Shiny Black,Hair,Manbun,Shiny Black,Plastic Mint,Plastic,Mint,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6737.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6737,Red Pink Mint,1,any_gvc,plastic_lover,suited_up,,
6738,Male,Cream,Cream,Leather Jacket Red,Clothed,Leather Jacket,Red,Rainbow Visor,Glasses,Rainbow Visor,Rainbow Visor,Ballcap Forward Red,Headgear,Ballcap Forward,Red,Gradient Yellow Orange,Gradient,Yellow Orange,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6738.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6738,Warms,2,any_gvc,gradient_lover,rainbow_visor,,
6739,Male,Yellow,Yellow,Letterman Jacket Yellow,Clothed,Letterman Jacket,Yellow,Meditation,Expression,Meditation,No Color,Mullet Lime,Hair,Mullet,Lime,Gradient Lime Yellow,Gradient,Lime Yellow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6739.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6739,Lime Yellow,2,any_gvc,gradient_lover,varsity_vibes,party_in_the_back,
6740,Male,Red,Red,Driving Jacket Yellow,Clothed,Driving Jacket,Yellow,Meditation,Expression,Meditation,No Color,Comb Over Red,Hair,Comb Over,Red,Gradient Red Purple,Gradient,Red Purple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6740.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6740,Warms,2,any_gvc,gradient_lover,,,
6741,Male,Cream,Cream,Retro Windbreaker Purple,Clothed,Retro Windbreaker,Purple,80s Glasses Candy Gold,Glasses,80s Glasses,Candy Gold,Middle Part Purple,Hair,Middle Part,Purple,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6741.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6741,Red Blue Purple,2,any_gvc,gradient_lover,,,
6742,Male,Purple,Purple,Driving Jacket Rainbow,Clothed,Driving Jacket,Rainbow,Aviator Sunglasses Chrome,Glasses,Aviator Sunglasses,Chrome,Bowl Cut Shiny Red,Hair,Bowl Cut,Shiny Red,Plastic Blue,Plastic,Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6742.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6742,Red Blue Purple,1,any_gvc,plastic_lover,,,
6743,Male,Blue,Blue,Turtleneck Yellow Chrome,Clothed,Turtleneck,Yellow Chrome,Beard Black,Facial Hair,Beard,Black,Backwards Hat Yellow White,Headgear,Backwards Hat,Yellow White,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6743.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6743,Warms,2,any_gvc,gradient_lover,great_stacheby,necks_level,
6744,Male,Yellow,Yellow,Leather Jacket White,Clothed,Leather Jacket,White,Beard Black,Facial Hair,Beard,Black,Ballcap Forward White,Headgear,Ballcap Forward,White,Gradient Yellow Orange,Gradient,Yellow Orange,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6744.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6744,Warms,2,any_gvc,gradient_lover,great_stacheby,,
6745,Male,Gray,Gray,Overalls Shirt White White,Clothed,Overalls Shirt,White White,Stache Black,Facial Hair,Stache Black,Stache Black,Captain Hat,Headgear,Captain Hat,Captain Hat,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6745.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6745,Grayscale,1,grayscale_seeker,any_gvc,captain,great_stacheby,
6746,Male,Pink,Pink,Gold Chains Tattoos,Naked,Gold Chains Tattoos,Gold Chains Tattoos,Circle Glasses Red Black,Glasses,Circle Glasses,Red Black,Classic Black,Hair,Classic,Black,Gradient Yellow Orange,Gradient,Yellow Orange,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6746.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6746,Red Blue Cream,1,any_gvc,gradient_lover,showtime,,
6747,Male,Gray,Gray,Short Sleeve Button Up White,Clothed,Short Sleeve Button Up,White,Science Goggles,Glasses,Science Goggles,Science Goggles,Top Messy Black,Hair,Top Messy,Black,Grayscale,Grayscale,Grayscale,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6747.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6747,Grayscale,1,grayscale_seeker,any_gvc,science_goggles,,
6748,Male,Pink,Pink,Puffy Vest Red,Clothed,Puffy Vest,Red,Robo Visor Dot Eyes,Glasses,Robo Visor,Dot Eyes,Wide Brim Hat Red,Headgear,Wide Brim Hat,Red,Robot Red Candy Apple,Robot,Red Candy Apple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6748.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6748,Red Pink Mint,3,any_gvc,robot_lover,,,
6749,Male,Blue,Blue,Suit White,Clothed,Suit,White,,Special,,,Astronaut White,Special,Astronaut White,Astronaut White,Robot Red Candy Apple,Robot,Red Candy Apple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6749.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6749,Warms,2,any_gvc,robot_lover,astro_balls,suited_up,no_face_no_problem
6750,Male,Purple,Purple,Tank Top Black,Clothed,Tank Top,Black,Stache Black,Facial Hair,Stache Black,Stache Black,Football Helmet Black,Headgear,Football Helmet,Black,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6750.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6750,Pink Purple Mint,3,any_gvc,gradient_lover,hail_mary_heroes,great_stacheby,
6751,Male,Blue,Blue,Leather Jacket Dark Blue Light Blue,Clothed,Leather Jacket,Dark Blue Light Blue,Pro Gamer Glasses,Glasses,Pro Gamer Glasses,Pro Gamer Glasses,Backwards Hat Light Blue Denim White,Headgear,Backwards Hat,Light Blue Denim White,Robot Lilac,Robot,Lilac,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6751.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6751,Red Blue Purple,2,any_gvc,robot_lover,gamer,,
6752,Male,Yellow,Yellow,Puffy Vest Black,Clothed,Puffy Vest,Black,Beard Red,Facial Hair,Beard,Red,Classic Red,Hair,Classic,Red,Gradient Yellow Orange,Gradient,Yellow Orange,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6752.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6752,Warms,2,any_gvc,gradient_lover,great_stacheby,,
6753,Male,Red,Red,Plastic Armor Blue,Clothed,Plastic Armor,Blue,Robo Visor GVC,Glasses,Robo Visor,GVC,Ballcap Forward Dark Blue,Headgear,Ballcap Forward,Dark Blue,Plastic Purple,Plastic,Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6753.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6753,Red Blue Purple,2,any_gvc,plastic_lover,ranger,,
6754,Male,Pink,Pink,Overalls Shirt Purple Purple,Clothed,Overalls Shirt,Purple Purple,Gold Hex Glasses,Glasses,Hex Glasses,Gold,Middle Part Shiny Black,Hair,Middle Part,Shiny Black,Plastic Blue,Plastic,Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6754.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6754,Blue Purple Pink,1,any_gvc,plastic_lover,,,
6755,Male,Purple,Purple,Retro Windbreaker Purple,Clothed,Retro Windbreaker,Purple,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Middle Part Shiny Blue,Hair,Middle Part,Shiny Blue,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6755.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6755,Red Blue Purple,2,any_gvc,plastic_lover,,,
6756,Male,Pink,Pink,Retro Windbreaker Purple,Clothed,Retro Windbreaker,Purple,Toy Bricks,Special,Toy Bricks,Toy Bricks,Comb Over Black,Hair,Comb Over,Black,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6756.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6756,Lime Mint Purple,1,any_gvc,gradient_lover,toy_bricks,,
6757,Male,Red,Red,Henley White,Clothed,Henley,White,80s Glasses Rainbow,Glasses,80s Glasses,Rainbow,Wide Brim Hat White,Headgear,Wide Brim Hat,White,Robot Ice,Robot,Ice,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6757.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6757,Red Pink Mint,2,any_gvc,robot_lover,,,
6758,Male,Blue,Blue,Tank Top Scribble Stripes Red,Clothed,Tank Top,Scribble Stripes Red,Monocle,Glasses,Monocle,Monocle,Top Messy Gold,Hair,Top Messy,Gold,Gold,Gold,Gold,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6758.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6758,Warms,2,gold_member,any_gvc,,,
6759,Male,Blue,Blue,Retro Windbreaker White,Clothed,Retro Windbreaker,White,Lined Glasses White,Glasses,Lined Glasses,White,Short Shiny Pink,Hair,Short,Shiny Pink,Plastic Mint,Plastic,Mint,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6759.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6759,Red Pink Mint,2,any_gvc,plastic_lover,,,
6760,Male,Cream,Cream,Plastic Armor Red,Clothed,Plastic Armor,Red,Wide Smile,Expression,Wide Smile,No Color,Short Shiny Red,Hair,Short,Shiny Red,Plastic Red,Plastic,Red,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6760.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6760,Warms,3,any_gvc,plastic_lover,ranger,,
6761,Male,Blue,Blue,Hoodie Rainbow,Clothed,Hoodie,Rainbow,Robo Visor Dots Full,Glasses,Robo Visor,Dots Full,Bowl Cut Rainbow,Hair,Bowl Cut,Rainbow,Gradient Lime Yellow,Gradient,Lime Yellow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6761.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6761,Lime Yellow,2,any_gvc,gradient_lover,,,
6762,Male,Red,Red,Retro Windbreaker Black,Clothed,Retro Windbreaker,Black,Aviator Sunglasses Chrome,Glasses,Aviator Sunglasses,Chrome,Afro Yellow,Hair,Afro,Yellow,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6762.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6762,Warms,2,any_gvc,gradient_lover,,,
6763,Female,Blue,Blue,Hooded Jacket Black,Clothed,Hooded Jacket,Black,Diver Mask Black Chrome,Special,Diver Mask,Black Chrome,Female Ponytail Red,Hair,Female Ponytail,Red,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6763.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6763,Red Blue Purple,2,any_gvc,gradient_lover,tanks_a_lot,ladies_night,
6764,Male,Blue,Blue,Retro Windbreaker Purple,Clothed,Retro Windbreaker,Purple,80s Glasses Rainbow,Glasses,80s Glasses,Rainbow,Bucket Hat Rainbow,Headgear,Bucket Hat,Rainbow,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6764.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6764,Blue Purple Pink,2,any_gvc,gradient_lover,,,
6765,Male,Red,Red,Driving Jacket Black,Clothed,Driving Jacket,Black,Dead,Expression,Dead,No Color,Slick Back Gold,Hair,Slick Back,Gold,Robot Ice,Robot,Ice,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6765.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6765,Red Pink Mint,1,any_gvc,robot_lover,,,
6766,Male,Mint,Mint,Puffy Jacket Gold,Clothed,Puffy Jacket,Gold,Monocle,Glasses,Monocle,Monocle,Middle Part Black,Hair,Middle Part,Black,Gradient Pink Magenta Red,Gradient,Pink Magenta Red,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6766.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6766,Red Pink Mint,1,any_gvc,gradient_lover,showtime,,
6767,Male,Purple,Purple,Tshirt Black Best Vibes,Clothed,Tshirt,Black Best Vibes,Lined Glasses White,Glasses,Lined Glasses,White,Dundee Hat Black,Headgear,Dundee Hat,Black,Gradient Pink Pink,Gradient,Pink Pink,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6767.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6767,Blue Purple Pink,2,any_gvc,gradient_lover,,,
6768,Male,Cream,Cream,Short Sleeve Button Up Funk Grid Black,Clothed,Short Sleeve Button Up,Funk Grid Black,Meditation,Expression,Meditation,No Color,Slick Back Gold,Hair,Slick Back,Gold,Gold,Gold,Gold,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6768.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6768,Lime Yellow,2,gold_member,any_gvc,,,
6769,Male,Purple,Purple,Tank Top Scribble Stripes Red,Clothed,Tank Top,Scribble Stripes Red,Circle Glasses Black Black,Glasses,Circle Glasses,Black Black,Slick Back Red,Hair,Slick Back,Red,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6769.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6769,Red Blue Purple,2,any_gvc,gradient_lover,,,
6770,Male,Yellow,Yellow,Retro Windbreaker Yellow,Clothed,Retro Windbreaker,Yellow,Circle Glasses Gold,Glasses,Circle Glasses,Gold,Mullet Gold,Hair,Mullet,Gold,Robot Red Candy Apple,Robot,Red Candy Apple,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6770.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6770,Warms,2,any_gvc,robot_lover,party_in_the_back,,
6771,Male,Pink,Pink,Driving Jacket Mint,Clothed,Driving Jacket,Mint,Happy,Expression,Happy,No Color,Afro Gold,Hair,Afro,Gold,Robot Ice,Robot,Ice,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6771.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6771,Lime Mint Purple,2,any_gvc,robot_lover,,,
6772,Male,Red,Red,Plastic Armor White,Clothed,Plastic Armor,White,Library Glasses Black,Glasses,Library Glasses,Black,Rainbow Headband White Headphones,Headgear,Headphones,Rainbow White,Robot Ice,Robot,Ice,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6772.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6772,Red Pink Mint,1,any_gvc,robot_lover,ranger,funky_fresh,
6773,Male,Pink,Pink,Fur Jacket Gold,Clothed,Fur Jacket,Gold,Lined Glasses White,Glasses,Lined Glasses,White,Comb Over Blue,Hair,Comb Over,Blue,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6773.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6773,Blue Purple Pink,2,any_gvc,gradient_lover,fur_the_win,showtime,
6774,Male,Blue,Blue,Tshirt Graphic Berry Good,Clothed,Tshirt,Graphic Berry Good,Monocle,Glasses,Monocle,Monocle,Top Messy Pink,Hair,Top Messy,Pink,Gradient Cyan Blue Purple,Gradient,Cyan Blue Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6774.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6774,Blue Purple Pink,1,any_gvc,gradient_lover,,,
6775,Male,Red,Red,Turtleneck White Chrome,Clothed,Turtleneck,White Chrome,Billiards Glasses,Glasses,Billiards Glasses,Billiards Glasses,Afro Red,Hair,Afro,Red,Gradient Blue Purple Pink,Gradient,Blue Purple Pink,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6775.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6775,Red Pink Mint,2,any_gvc,gradient_lover,billiards,necks_level,
6776,Female,Red,Red,Puffy Vest Gold,Clothed,Puffy Vest,Gold,80s Glasses Candy Gold,Glasses,80s Glasses,Candy Gold,Female Bun Yellow,Hair,Female Bun,Yellow,Gradient Yellow Yellow,Gradient,Yellow Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6776.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6776,Warms,2,any_gvc,gradient_lover,ladies_night,showtime,
6777,Male,Pink,Pink,Plastic Armor Red,Clothed,Plastic Armor,Red,Monocle,Glasses,Monocle,Monocle,Flat Top Gold,Hair,Flat Top,Gold,Gold,Gold,Gold,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6777.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6777,Red Blue Cream,2,gold_member,any_gvc,ranger,,
6778,Male,Gray,Gray,Letterman Jacket Black,Clothed,Letterman Jacket,Black,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Beanie Black,Headgear,Beanie,Black,Grayscale,Grayscale,Grayscale,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6778.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6778,Grayscale,2,grayscale_seeker,any_gvc,varsity_vibes,,
6779,Male,Pink,Pink,Plastic Armor Purple,Clothed,Plastic Armor,Purple,Science Goggles,Glasses,Science Goggles,Science Goggles,Middle Part Shiny Purple,Hair,Middle Part,Shiny Purple,Plastic Blue,Plastic,Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6779.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6779,Blue Purple Pink,2,any_gvc,plastic_lover,ranger,science_goggles,
6780,Male,Purple,Purple,Tank Top White,Clothed,Tank Top,White,Gold Vibe Hand,Special,Vibe Hand,Gold,Flat Top Black,Hair,Flat Top,Black,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6780.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6780,Lime Yellow,1,any_gvc,gradient_lover,no_face_no_problem,,
6781,Male,Blue,Blue,Puffy Vest Purple,Clothed,Puffy Vest,Purple,80s Glasses Black,Glasses,80s Glasses,Black,Wide Brim Hat Purple,Headgear,Wide Brim Hat,Purple,Robot Ice,Robot,Ice,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6781.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6781,Pink Purple Mint,2,any_gvc,robot_lover,,,
6782,Male,Blue,Blue,Overalls Shirt Glass,Clothed,Overalls Shirt,Glass,White Cubic Sunglasses,Glasses,Cubic Sunglasses,White,Mullet Glass,Hair,Mullet,Glass,Rainbow,Rainbow,Rainbow,2,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6782.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6782,Rainbow Glass,1,rainbow_citizen,any_gvc,party_in_the_back,,
6783,Male,Cream,Cream,Letterman Jacket Gold Chrome,Clothed,Letterman Jacket,Gold Chrome,Robo Visor Dot Eyes,Glasses,Robo Visor,Dot Eyes,Middle Part Lime,Hair,Middle Part,Lime,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6783.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6783,Lime Yellow,1,any_gvc,gradient_lover,varsity_vibes,showtime,
6784,Male,Mint,Mint,Overalls Shirt Denim Blue White,Clothed,Overalls Shirt,Denim Blue White,Aviator Sunglasses Black,Glasses,Aviator Sunglasses,Black,Manbun Chrome,Hair,Manbun,Chrome,Robot Lilac,Robot,Lilac,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6784.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6784,Blue Purple Pink,1,any_gvc,robot_lover,,,
6785,Male,Red,Red,Tank Top Yellow Baller,Clothed,Tank Top,Yellow Baller,Library Glasses Gold,Glasses,Library Glasses,Gold,Dundee Hat Yellow,Headgear,Dundee Hat,Yellow,Gradient Red Purple,Gradient,Red Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6785.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6785,Warms,2,any_gvc,gradient_lover,baller,,
6786,Male,Purple,Purple,Puffy Vest Pink,Clothed,Puffy Vest,Pink,Diver Mask Black Chrome,Special,Diver Mask,Black Chrome,Mullet Black,Hair,Mullet,Black,Gradient Dark Blue Light Blue,Gradient,Dark Blue Light Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6786.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6786,Blue Purple Pink,2,any_gvc,gradient_lover,tanks_a_lot,party_in_the_back,
6787,Female,Cream,Cream,Tshirt Black Best Vibes,Clothed,Tshirt,Black Best Vibes,Meditation,Expression,Meditation,No Color,Female Bun Rainbow,Hair,Female Bun,Rainbow,Gradient Magenta Purple Blue,Gradient,Magenta Purple Blue,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6787.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6787,Blue Purple Pink,1,any_gvc,gradient_lover,ladies_night,,
6788,Male,Mint,Mint,Letterman Jacket Black,Clothed,Letterman Jacket,Black,Wink,Expression,Wink,No Color,Manbun Lime,Hair,Manbun,Lime,Gradient Lime Yellow,Gradient,Lime Yellow,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6788.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6788,Lime Yellow,1,any_gvc,gradient_lover,varsity_vibes,,
6789,Male,Cream,Cream,Hoodie Mint,Clothed,Hoodie,Mint,Robo Visor GVC,Glasses,Robo Visor,GVC,Bowl Cut Shiny Mint,Hair,Bowl Cut,Shiny Mint,Plastic Purple,Plastic,Purple,1,ipfs://QmY6JpwTYx6zZHgfJb3gPJRh1U897NX4RudtK5jhJ3sNDS/6789.jpg,ipfs://QmczTDgYkd5BXb4cKGo7Qo696vwUMEJG1hSUtY845eDvgh/6789,Lime Mint Purple,2,any_gvc,plastic_lover,,,
